id	fdr.pvalue.tcell_rep1_0min	fdr.pvalue.tcell_rep2_0min	fdr.pvalue.tcell_rep3_0min	fdr.pvalue.tcell_rep4_0min	fdr.pvalue.tcell_rep5_0min	fdr.pvalue.tcell_rep1_2min	fdr.pvalue.tcell_rep2_2min	fdr.pvalue.tcell_rep3_2min	fdr.pvalue.tcell_rep4_2min	fdr.pvalue.tcell_rep5_2min	fdr.pvalue.tcell_rep1_5min	fdr.pvalue.tcell_rep2_5min	fdr.pvalue.tcell_rep3_5min	fdr.pvalue.tcell_rep4_5min	fdr.pvalue.tcell_rep5_5min	tcell_rep1_0min	tcell_rep2_0min	tcell_rep3_0min	tcell_rep4_0min	tcell_rep5_0min	tcell_rep1_2min	tcell_rep2_2min	tcell_rep3_2min	tcell_rep4_2min	tcell_rep5_2min	tcell_rep1_5min	tcell_rep2_5min	tcell_rep3_5min	tcell_rep4_5min	tcell_rep5_5min
PERT-P100-PRM_NILOTINIB	0.105376664763674	0.41186645722458	0.98119843144115	0.0988849304971509	0.797971050516162	0.291838810641628	0.306401125510566	0.103452450146682	0.583965428869949	0.537661086951486	0.840669001202112	0.523802711481106	0.425367216258123	0.277530523106255	0.381446630650817	3.115	1.9766	0.4606	3.1144	0.9253	2.3879	2.3055	3.0437	1.5187	1.6626	0.8079	1.6997	1.9496	2.4491	2.0521
PERT-P100-PRM_METHYLSTAT	NA	NA	NA	NA	NA	0.904230300552399	0.765967107254566	0.600295431358457	1	1	0.806306319702602	NA	0.759751852987322	0.812669979193735	0.850717484595642	NA	NA	NA	NA	NA	0.6547	1.011	1.448	-0.2232	0.0679	0.9121	NA	1.0343	0.8873	0.7918
PERT-P100-PRM_LOSMAPIMOD	1	0.0715905588962727	1	0.218723985215278	0.135008478495452	0.230191878417373	0.434871320995994	0.103452450146682	0.529657954240818	0.575780278479337	0.12340989598698	0.641172535168822	0.989126203090136	0.708216256193855	0.639448843937926	-0.3101	3.3003	-0.3996	2.6227	3.0343	2.5641	1.9564	3.0876	1.6959	1.5551	3.0327	1.3875	-0.4493	1.1543	1.3861
PERT-P100-PRM_LENALIDOMIDE	0.307541843113531	0.957527040130286	0.489840500824493	0.759751852987322	0.89566329313945	0.975194627048611	0.924508731309278	1	0.69095151279283	0.797971050516162	0.956291335037903	1	1	1	0.980523234163872	-2.388	-0.5336	-1.7959	-1.0225	-0.6732	-0.4725	-0.5967	-0.1159	-1.1825	-0.9418	-0.5378	0.2385	0.2341	0.1277	-0.4612
PERT-P100-PRM_KN-93	0.735265638411969	0.900911362398693	0.971390807355487	0.828840580134926	0.763919821826281	0.79620107732551	0.984830900501823	1	0.562185550412558	0.692068421207733	0.725056186161508	0.958805275749737	0.582864053825302	0.877467307921618	0.661637918802182	-1.1003	-0.6689	-0.4758	-0.8586	-1.0032	0.9352	0.466	0.3902	1.5745	1.2115	1.1203	0.5324	1.5163	0.7285	1.3081
PERT-P100-PRM_IPI145	0.967462930444453	0.921584249830923	0.803429207232267	0.913053570572155	1	0.949455556615854	1	0.833258824265304	0.899749708030309	0.882335665695374	1	1	0.799601822038659	1	0.999575974208018	-0.4952	-0.6125	-0.9234	0.6302	0.0105	-0.5414	0.0386	0.8312	-0.6593	-0.7039	0.0695	-0.1232	-0.9309	0.2147	-0.3947
PERT-P100-PRM_ETOPOSIDE	NA	NA	NA	NA	NA	0.419760732411279	0.366733207419009	0.201358902717805	1	0.973297340787954	0.664516542312243	NA	0.735306115842376	0.547410815164801	0.688556927959042	NA	NA	NA	NA	NA	1.9861	2.1268	2.6575	0.3696	0.491	1.3124	NA	1.0929	1.6268	1.2087
PERT-P100-PRM_EPZ-5687	0.664516542312243	0.98336834106929	0.967462930444453	1	0.98623306753525	1	0.877467307921618	0.683031011836677	0.877467307921618	1	1	0.941073160258164	1	0.854517746365148	1	-1.2841	0.456	0.5148	0.2668	0.4444	0.1694	0.7139	1.2026	-0.72	-0.4055	0.2142	0.5843	0.2017	0.7805	-0.024
PERT-P100-PRM_DMSO	0.9309011713326	0.681680477349216	0.648388667842957	0.770062171498026	0.639448843937926	1	1	0.59363908567225	1	0.923686649047476	0.878747280384609	0.728139560082349	1	0.974606626201948	1	-0.5839	1.216	-1.3489	0.9646	1.3783	0.0112	0.1342	1.4895	-0.374	-0.5969	0.7122	-1.1017	-0.137	-0.4644	0.1389
PERT-P100-PRM_DECITABINE	1	1	1	1	1	1	0.833258824265304	0.764781742076938	0.980523234163872	1	1	1	1	0.86771766998347	1	NaN	NaN	NaN	NaN	NaN	-0.093	0.8281	1.0079	-0.4544	-0.2532	0.371	NaN	0.3693	0.7456	0.1876
PERT-P100-PRM_DACTOLISIB	0.812092568448501	0.0988849304971509	0.824900764993197	0.135008478495452	0.171319576217584	0.0741895699431471	0.0697680073926365	0.0566816816816817	0.323983187724837	0.377455349840324	0.342163474507688	0.297464884804583	0.811517078940033	0.178080520536804	0.344105062820183	0.8906	3.0652	0.8658	2.9914	2.8489	3.2797	3.2661	3.4687	2.2508	2.101	2.2245	2.3412	0.9014	2.7543	2.2169
PERT-P100-PRM_BMS-345541	0.850565898290701	0.941892330919028	0.363878331349025	0.794353898492508	0.812669979193735	0.98119843144115	0.995579378655157	1	1	1	1	1	0.876446351190653	1	1	-0.7822	-0.5653	-2.163	-0.9407	-0.8966	0.4481	0.4144	0.4073	0.0039	-0.0632	-0.165	-0.3019	0.7398	0.3716	0.3686
PERT-P100-PRM_ALPELISIB	0.688081345886623	0.730571347127257	1	1	0.707161407944036	1	0.533227718566147	0.98119843144115	0.575780278479337	0.590213722904578	1	0.642250279863697	0.566563700100042	0.82746355200206	0.540574921970271	1.2058	1.1145	-0.0349	0.2795	1.1458	0.0499	1.6639	0.4768	1.5417	1.5069	0.3978	1.369	1.5871	0.8536	1.6513
PERT-P100-DIA_VORINOSTAT	0.722468421222213	1	1	1	0.591833697162135	0.895294177198104	0.92855882838248	0.985658756337421	1	1	1	0.985153162857181	0.905383279433347	0.958805275749737	1	-1.1155	-0.3688	-0.1861	-0.1651	1.4842	0.6766	0.5945	0.459	-0.0239	-0.246	-0.2262	-0.4402	0.6447	0.5107	0.1165
PERT-P100-DIA_VANDETANIB	0.973297340787954	1	0.677139484556364	0.759751852987322	0.536432049760305	0.900911362398693	0.573917345445237	0.900975524843485	0.572923102029398	0.447472608051149	0.511702567511695	0.685938248302673	0.494542492920735	1	0.571482506342285	-0.4867	0.2309	-1.2644	1.0333	1.6616	0.6775	-1.5524	0.6603	-1.5573	-1.9047	-1.7364	-1.2059	-1.799	0.2248	-1.5583
PERT-P100-DIA_UNC-0646	0.447472608051149	1	0.805748790765355	1	0.923607300150802	1	1	0.762214196337163	1	1	1	1	1	0.823429635168559	1	-1.8789	0.038	-0.9287	0.1898	0.6081	-0.0036	0.3067	1.0109	0.1846	0.1844	-0.1093	0.2695	0.0908	0.8659	0.1798
PERT-P100-DIA_UNC-0321	0.230191878417373	0.395614014377225	0.297464884804583	0.572668213778807	1	0.334416705016107	0.230191878417373	0.540818711079052	0.301546684251169	0.362981945177876	0.389998919723267	0.376168173905005	0.191817405397247	0.639448843937926	0.195138570706893	-2.5869	-2.0236	-2.3236	-1.545	0.1332	-2.2528	-2.6138	-1.6273	-2.3349	-2.1715	-2.0592	-2.0791	-2.7129	-1.379	-2.7134
PERT-P100-DIA_TRICHOSTATIN_A	0.737230432402846	0.954509345806959	0.539303296058423	1	1	0.695343936210961	0.910411624735623	1	1	1	1	0.941892330919028	0.527674556337069	1	0.719132128375826	-1.0818	-0.5361	-1.6482	-0.4257	-0.1783	-1.1852	-0.6357	-0.2817	-0.0762	0.0117	-0.0399	-0.5702	-1.7004	0.086	-1.122
PERT-P100-DIA_STAUROSPORINE	0.391525691699605	0.508764465270228	0.9309011713326	0.387394744938284	0.561714261919578	0.116987045817641	0.390891979272776	0.378806722895437	0.445933651416851	0.654526024163839	0.701264772032824	0.634458356015242	0.344105062820183	0.376168173905005	0.366732623213699	2.0634	1.7475	0.5965	2.0651	1.6007	3.1465	2.0577	2.1057	1.9218	1.2964	1.151	1.3789	2.2506	2.1058	2.1434
PERT-P100-DIA_SEMAGACESTAT	0.763919821826281	1	0.648388667842957	0.956291335037903	0.691823805869758	0.546661303298471	0.552701118955994	0.498995165019971	0.716108737240095	0.824469494090935	0.786824165398635	0.643088644514219	0.527851898411969	0.503396777906733	0.596369081900846	-0.9975	-0.1573	-1.3415	-0.527	-1.192	1.6409	1.6096	1.7985	1.1392	0.8647	0.9552	1.3393	1.6961	1.7666	1.4608
PERT-P100-DIA_RUXOLITINIB	0.913067871476406	0.986403749645411	1	0.22737092494384	1	0.94745446615632	0.833989287396884	0.970889125693477	0.639222207094044	0.49903781793842	0.508764465270228	1	0.9493023822832	1	0.929445122108553	-0.6246	0.4538	-0.3375	-2.5415	-0.268	0.5621	-0.8324	0.469	-1.3779	-1.7979	-1.7803	0.1691	-0.5585	-0.0402	-0.5983
PERT-P100-DIA_RESVERATROL	1	0.803623595674467	1	0.870527408754347	0.218723985215278	0.840669001202112	0.828840580134926	0.86771766998347	0.73490654457426	0.729970986920333	0.635142207924837	0.812669979193735	1	0.692491758605771	0.962010335969679	-0.3322	0.9185	0.0497	0.7331	2.5688	0.7948	0.8392	0.7561	1.0774	1.1076	1.3928	0.8891	0.3125	1.1891	0.5026
PERT-P100-DIA_PRI-724	0.71151930107704	0.797109523412738	0.79620107732551	0.958805275749737	0.838024555978243	1	0.909698775239987	1	1	1	1	1	1	1	1	-1.1524	-0.9373	0.9283	-0.5238	-0.8119	0.3223	-0.6377	-0.2265	-0.1039	-0.1435	-0.0895	-0.0986	-0.082	0.0329	-0.3122
PERT-P100-DIA_NILOTINIB	NA	NA	NA	NA	NA	0.416437645340457	0.376108536184811	0.195138570706893	1	0.971390807355487	0.652357610503336	NA	0.735336608191245	0.54898889730996	0.700915945886006	NA	NA	NA	NA	NA	1.9612	2.1107	2.662	0.368	0.4975	1.3299	NA	1.0986	1.6314	1.1855
PERT-P100-DIA_MS-275	0.762214196337163	0.962010335969679	0.717019524859068	1	0.655554738860787	0.905742156625162	0.781427327337767	1	0.89157942933656	1	0.763068221331046	0.992209533009185	0.864994871285818	1	1	-1.0058	0.5104	-1.0973	0.0651	1.3159	0.642	0.9575	0.1875	0.6612	0.3322	1.0014	0.4303	-0.7411	0.0739	-0.1448
PERT-P100-DIA_MOMELOTINIB	NA	NA	NA	NA	NA	0.42139105624539	0.366732623213699	0.218660992347298	1	0.975194627048611	0.654526024163839	NA	0.731541610347463	0.555324514714218	0.70982824306707	NA	NA	NA	NA	NA	1.9806	2.1404	2.6209	0.3715	0.4846	1.3325	NA	1.0937	1.6082	1.1536
PERT-P100-DIA_METHYLSTAT	0.850565898290701	0.966619071757387	0.823429635168559	0.958805275749737	0.683031011836677	0.838831778882157	0.661637918802182	0.986403749645411	0.838024555978243	1	0.652357610503336	0.834930467499532	0.558895876058869	1	0.678883093342698	-0.7812	-0.507	0.8676	-0.5342	1.2057	0.8113	1.2921	-0.4608	0.8105	0.2734	1.3468	0.8464	1.5811	0.2468	1.2483
PERT-P100-DIA_LY-294002	0.850565898290701	0.580429582368405	1	0.832750930403862	0.154827072452123	0.549679750852039	0.849469664315438	0.951414875582455	0.877467307921618	1	1	1	1	0.963333315478805	0.936203786760805	-0.7816	1.5259	-0.0563	0.8046	3.0222	1.6237	0.7688	0.5506	0.6946	0.3028	0.3425	-0.0607	0.2772	0.5204	0.5739
PERT-P100-DIA_LENALIDOMIDE	0.0315808343873557	0.0455093429776974	0.360861809122505	0.0566816816816817	0.0474137028741287	0.39020532532085	0.307541843113531	0.389998919723267	0.494542492920735	0.523802711481106	0.392115203021719	0.555324514714218	0.734667969598892	0.667336279630374	0.590213722904578	-3.523	-3.4034	-2.1216	-3.3531	-3.3725	-2.0342	-2.3483	-2.0212	-1.7898	-1.7126	-2.0581	-1.6282	-1.0755	-1.2775	-1.5032
PERT-P100-DIA_GSK-J4	0.950288252427055	0.727061865873384	0.910831898056334	0.700915945886006	0.193088582225099	0.789719970948734	0.756316963406889	0.815968619246862	0.855660554805561	0.950288252427055	0.958184315463004	0.995579378655157	1	0.910831898056334	1	-0.5531	1.1065	0.6192	1.1725	2.7772	0.9315	1.0259	0.8928	0.7565	0.553	0.5284	0.4216	0.2102	0.6306	0.3536
PERT-P100-DIA_GELDANAMYCIN	0.163826840992195	0.735336608191245	0.511440342133119	0.828840580134926	0.848003009712137	0.748275862068965	0.770062171498026	1	0.661732229123533	0.635124696089967	0.691823805869758	0.766730003826466	0.628814554776333	1	0.700915945886006	-2.8632	-1.1055	-1.735	-0.8541	0.8035	-1.0588	-0.9856	-0.1683	-1.299	-1.3952	-1.1849	-0.9929	-1.4068	-0.3484	-1.1756
PERT-P100-DIA_EX527	0.523802711481106	0.642250279863697	0.686481294611851	0.526307657771181	1	1	1	0.661637918802182	1	0.908462550914713	0.971288041154427	1	1	0.89566329313945	0.998260584915174	-1.7178	-1.3648	-1.2111	-1.6968	0.1739	-0.335	0.2008	-1.2947	-0.2766	-0.6493	0.4826	-0.0038	-0.3614	-0.6843	-0.3995
PERT-P100-DIA_EPZ-5687	0.877467307921618	0.855805053035726	1	0.681530990555569	1	1	0.94745446615632	0.641628168401204	0.974606626201948	1	0.832750930403862	0.992071013409986	0.858783198404901	1	0.98623306753525	-0.6973	-0.7576	-0.0204	-1.2331	0.2022	-0.139	0.567	-1.3667	0.4741	0.0895	0.828	0.4248	0.7521	-0.3518	0.4446
PERT-P100-DIA_EPZ-5676	1	1	0.752701154859516	0.933440074499423	0.766362924311379	0.639448843937926	0.762214196337163	0.823486682347685	0.760316230062676	0.958805275749737	0.762214196337163	0.866755967050463	1	0.831384822493999	0.762214196337163	0.407	-0.1471	-1.0411	0.5861	0.9859	1.3805	1.0055	0.8624	1.0135	0.5336	1.01	0.7609	NaN	0.8434	1.0031
PERT-P100-DIA_DMSO	0.642640653357532	0.871603981398385	0.948423276921978	1	0.510034087080755	1	1	0.857757233559414	1	0.995579378655157	0.805748790765355	1	1	1	1	-1.3632	0.7353	-0.5641	0.3794	1.7341	0.2851	0.1642	0.7584	0.237	-0.4212	0.8965	-0.3926	0.1723	-0.3493	0.0771
PERT-P100-DIA_DEXAMETHASONE	0.812669979193735	0.631569346958804	0.388611135574572	0.376168173905005	0.664516542312243	0.159916420986347	0.312635766264798	0.139605529629304	0.344105062820183	0.495965079283405	0.706693251897533	0.366732623213699	0.551197260270557	0.185790277071095	0.449896375736409	0.8909	1.4131	2.0423	2.1101	1.2763	2.9044	2.3168	2.9438	2.1969	1.7755	1.1736	2.1333	1.62	2.7628	1.908
PERT-P100-DIA_CPI-169	1	0.57450689097199	0.878964871060717	0.595557534701713	0.241598440042356	0.70471175982987	0.543902118510091	0.581462253799309	0.635124696089967	0.714062268927301	0.71245044325753	0.841641393541926	0.974606626201948	0.711048328659629	0.782105860649922	0.0987	1.549	0.7051	1.4894	2.5875	1.151	1.634	1.5303	1.401	1.1322	1.1363	0.7899	0.4708	1.1199	0.956
PERT-P100-DIA_CHIR99021	0.691869036507786	0.45686288313326	0.670537137337706	0.307128357076075	0.201358902717805	0.0566816816816817	0.353308792570404	0.264773242359902	0.283216210460792	0.555324514714218	1	0.30468100765091	0.328414008780842	0.201358902717805	0.305059173299298	1.1928	1.8824	1.2632	2.2915	2.7507	3.6396	2.1643	2.4615	2.4573	1.6241	0.3728	2.3876	2.2883	2.84	2.3674
PERT-P100-DIA_CC-401	0.904230300552399	0.992071013409986	0.877467307921618	0.906724322053185	0.838831778882157	0.778049296224187	0.86771766998347	1	0.692275624205607	0.7075091429597	0.98119843144115	0.735336608191245	0.958805275749737	0.766969195206322	0.967462930444453	-0.662	-0.4256	0.7133	-0.6349	-0.8169	-0.9641	-0.7345	-0.1051	-1.1841	-1.1624	-0.4557	-1.0971	-0.5119	-0.9878	-0.4913
PERT-P100-DIA_CALYCULIN_A	0.201358902717805	0.295150455276898	0.86771766998347	0.289260254392155	0.257260438476123	0.68141147575374	0.831948595670199	0.877467307921618	1	1	0.82819103321056	1	0.997628299173331	1	1	2.6716	2.4031	0.7335	2.3978	2.4576	1.2392	0.8412	0.7119	0.1858	0.3462	0.8473	0.1824	-0.4164	-0.0912	-0.1079
PERT-P100-DIA_C646_(CHEMBL1797936)	0.523269877928448	0.642250279863697	0.904914888199402	0.670537137337706	0.595557534701713	0.678332104028272	0.959361406130311	0.759751852987322	0.959361406130311	0.828996524055485	1	0.837236460517501	0.570190184664793	0.910880746366211	0.664516542312243	1.7174	1.3516	-0.6572	1.2768	1.4701	1.2458	0.5182	1.0293	0.5265	0.8521	0.1291	0.8146	1.5669	0.6304	1.2868
PERT-P100-DIA_BMS-345541	1	1	1	1	1	0.528605721144229	0.550999612309691	0.773529968194474	0.21686170212766	0.305203934825073	0.350601852255964	1	0.596369081900846	0.766730003826466	0.416348222104622	NaN	NaN	NaN	NaN	NaN	-1.6758	-1.6236	-0.9851	-2.615	-2.3027	-2.1762	NaN	-1.4682	-0.9868	-1.9962
PERT-P100-DIA_BIX-01338	0.827302808580942	0.824469494090935	1	0.641258893499328	0.619177083200061	0.850838458409113	0.98119843144115	0.764764640769875	1	0.997628299173331	1	1	1	0.823429635168559	0.931101256643236	-0.8442	0.8643	0.131	1.3802	1.4347	0.7816	0.4627	1.0049	0.2416	0.4106	0.2067	0.2653	0.3496	0.8713	0.6006
PERT-P100-DIA_BELINOSTAT	0.85608987548462	0.830514960315965	0.866755967050463	0.640099153801434	0.318070113847234	0.87948962640326	1	1	1	1	1	0.737361825176984	1	1	1	-0.7576	0.8186	-0.7518	1.3584	2.3084	0.7088	0.0521	0.3908	-0.1729	0.019	0.2555	-1.066	-0.3015	-0.229	-0.258
PERT-P100-DIA_BAFILOMYCIN_A1	0.992071013409986	0.992089828677265	0.595557534701713	1	1	0.289260254392155	0.295623625794404	0.654371444316886	0.329025443203435	0.600250356197842	0.533227718566147	0.253123129115945	0.116987045817641	0.364288287655946	0.201358902717805	0.4383	-0.4125	1.4967	0.1481	0.1676	2.3746	2.3667	1.3157	2.2534	1.4744	1.68	2.4798	2.9321	2.1333	2.6652
PERT-P100-DIA_AR_A014418	0.978163817079502	0.997628299173331	0.679186868391845	1	0.888820500372766	1	1	1	1	1	0.943287042890304	1	1	1	1	0.4554	0.416	1.2525	0.1138	0.6988	-0.3739	0.2759	-0.1413	0.0627	0.2925	0.5685	0.1463	-0.1785	-0.1183	-0.0249
PATH-WP_Ras_Signaling	NA	NA	NA	NA	NA	0.643088644514219	0.652357610503336	0.540723737170457	0.642640653357532	0.0533428284652091	0.531616289698186	0.0266865279741466	0.582775409662552	0.499215642501014	0.009909375	NA	NA	NA	NA	NA	1.3547	1.3406	1.6587	1.3661	3.4055	1.6746	3.7258	1.5286	1.7722	3.8294
PATH-WP_PI3K-Akt_Signaling_Pathway	0.361376931632231	0.746180555273671	0.679186868391845	0.963333315478805	0.7444349045185	1	0.988112121183848	1	1	0.681680477349216	0.490037377893646	1	0.693058277129476	0.73490654457426	0.746098654268675	-2.1424	-1.0641	-1.2573	0.5159	-1.0932	-0.2623	0.4342	-0.06	0.2461	1.2388	1.803	-0.0417	-1.2024	-1.0984	1.0647
PATH-WP_Pancreatic_adenocarcinoma_pathway	NA	NA	NA	NA	NA	0.642250279863697	0.652357610503336	0.540723737170457	0.643353190737114	0.0505571563574381	0.526954748960665	0.0374910587785553	0.585481444140258	0.498995165019971	0.0146123645211236	NA	NA	NA	NA	NA	1.3479	1.3306	1.6373	1.3684	3.3579	1.6798	3.6859	1.5073	1.7797	3.7771
PATH-WP_Non-small_cell_lung_cancer	0.82819103321056	0.489840500824493	1	NA	NA	0.455279570532597	0.342163474507688	0.447116514437011	0.411788652920572	0.0474137028741287	0.316656883348494	0.0266865279741466	0.392115203021719	0.366940196772591	0.0315808343873557	-0.8445	-1.7986	-0.2676	NA	NA	1.908	2.2155	1.9106	2.0204	3.676	2.3337	3.9973	2.0212	2.1125	3.9441
PATH-WP_MAPK_Signaling_Pathway	NA	NA	NA	NA	NA	0.644839090536555	0.654526024163839	0.531616289698186	0.639448843937926	0.0455093429776974	0.523269877928448	0.0266865279741466	0.590224202309925	0.48084802805006	0.009909375	NA	NA	NA	NA	NA	1.3607	1.3249	1.6794	1.3829	3.4427	1.7111	3.6601	1.4816	1.8264	3.8139
PATH-WP_Endometrial_cancer	NA	NA	NA	NA	NA	0.643088644514219	0.654526024163839	0.538598243616469	0.640854421160767	0.0425780463242699	0.538598243616469	0.0231870281337404	0.590213722904578	0.503396777906733	0.009909375	NA	NA	NA	NA	NA	1.3476	1.3195	1.6366	1.3665	3.466	1.6559	3.6138	1.4956	1.7647	3.7939
PATH-WP_Chromosomal_and_microsatellite_instability_in_colorectal_cancer	1	0.914772971000565	0.292951818823379	0.344709260588658	NA	0.289260254392155	0.482874851837219	0.407554282267793	0.493479411123907	0.230191878417373	0.655245030667296	0.0315808343873557	0.306861819914601	0.254267687720925	0.103452450146682	0.1015	-0.6263	2.4075	-2.2041	NA	2.3914	1.8153	1.989	1.813	2.627	1.309	3.7145	2.3617	2.5693	3.1612
PATH-WP_Breast_cancer_pathway	NA	NA	NA	NA	NA	0.639448843937926	0.642250279863697	0.540574921970271	0.642640653357532	0.0545747907837274	0.533227718566147	0.0343803939596326	0.595557534701713	0.489840500824493	0.009909375	NA	NA	NA	NA	NA	1.3747	1.3615	1.6598	1.365	3.4278	1.6799	3.6254	1.4894	1.8031	3.8576
PATH-WP_Bladder_Cancer	NA	NA	NA	NA	NA	0.648388667842957	0.648388667842957	0.538295110817797	0.643088644514219	0.0587433573984291	0.536859920941433	0.0231870281337404	0.596960899614365	0.47552543301157	0.009909375	NA	NA	NA	NA	NA	1.3371	1.3372	1.6668	1.365	3.4162	1.6628	3.6946	1.4842	1.8227	3.8361
PATH-NP_TWEAK_PATHWAY	0.767606790883656	0.522848401669812	0.975194627048611	0.235146579680335	NA	0.949494987734335	0.708216256193855	0.747164981715754	0.840669001202112	0.562185550412558	0.345288414422838	0.654526024163839	0.756890679074979	0.711048328659629	0.811517078940033	-0.9955	-1.708	0.4816	-2.5131	NA	0.5744	1.1437	1.0425	0.8177	1.5734	2.1981	1.3142	1.026	1.1598	0.893
PATH-NP_TSLP_PATHWAY	0.185790277071095	0.0402166193181818	0.118531685436152	0.0787295518237709	0.201358902717805	0.956291335037903	0.400271524665301	0.111577541616648	0.316656883348494	0.549679750852039	0.931638854918426	0.41735074618189	0.748217895765721	0.692068421207733	0.400675444241096	-2.9472	-3.9633	-3.2264	-3.4807	-2.7812	-0.5052	-2.0276	-3.2006	-2.3744	-1.6158	-0.5831	-1.9965	-1.0442	-1.1771	-2.0133
PATH-NP_TIE2_PATHWAY	NA	NA	NA	NA	NA	0.153702793076318	0.111314490893043	0.297034535459857	0.107619117920314	0.218660992347298	0.296542712066906	0.42882430541675	0.289260254392155	0.397233841546743	0.362981945177876	NA	NA	NA	NA	NA	-2.7496	-3.0052	-2.3672	-2.9688	-2.6026	-2.3613	-1.9525	-2.4063	-2.0085	-2.149
PATH-NP_T_CELL_RECEPTOR_PATHWAY	0.439437010084356	0.189876178867005	0.91877093272775	0.68141147575374	0.625721615839286	1	1	0.859523532733741	1	0.731601832292642	0.784580725255454	0.500351350513473	0.86771766998347	0.478732111863319	0.526954748960665	-1.9314	-2.8403	-0.6155	-1.2351	-1.4172	0.2128	0.0766	0.7607	0.0062	1.1048	0.9522	1.7631	0.7378	1.8154	1.6847
PATH-NP_PROLACTIN_PATHWAY	0.72885039014456	0.284995881015267	0.889490489412383	0.321502322051374	0.950288252427055	0.538598243616469	0.432774067214636	0.172220985868477	0.366733207419009	0.48797316889968	0.297034535459857	0.411788652920572	0.392865040425679	0.36117794845791	0.355451327433628	1.1281	2.4296	-0.6913	2.2536	-0.5322	-1.6968	-1.9265	-2.6908	-2.1339	-1.8375	-2.3267	-2.0241	-2.0215	-2.1441	-2.1599
PATH-NP_OXYTOCIN_PATHWAY	0.562185550412558	0.221503833724831	1	NA	NA	1	1	0.855805053035726	0.995579378655157	0.220633938925396	0.661732229123533	0.268743713020681	0.950288252427055	0.742497094712376	0.22737092494384	-1.5932	-2.6039	0.0572	NA	NA	0.36	0.3021	0.7674	0.4161	2.6392	1.2858	2.4672	0.5524	1.0615	2.5672
PATH-NP_NOTCH_PATHWAY	0.290037155992191	0.0641365180891465	0.87948962640326	0.0474137028741287	NA	0.950288252427055	1	1	1	0.430634892317402	0.626630000386998	0.325156946188291	0.840669001202112	0.7444349045185	0.28887035925776	-2.4163	-3.289	-0.7196	-3.2637	NA	0.5473	0.3724	0.3942	-0.1418	1.9625	1.4213	2.3237	0.8	1.0635	2.4321
PATH-NP_LEPTIN_PATHWAY	0.223131917140386	0.0641365180891465	0.725387712085098	0.0566816816816817	0.18395753487369	0.905057641180625	0.850717484595642	0.992575347150031	0.714062268927301	0.883683584970369	0.878964871060717	0.650816670541734	1	1	0.551617403228098	-2.6218	-3.3339	-1.1126	-3.3841	-2.7521	-0.6454	-0.7697	-0.4107	-1.1342	0.6989	0.707	1.3103	0.046	0.371	1.6158
PATH-NP_KIT_RECEPTOR_PATHWAY	0.372367007885921	0.276250419603894	1	0.0964274005407126	0.681680477349216	0.642250279863697	0.642640653357532	1	0.785318227295277	0.79620107732551	0.558861705379715	0.593849529471163	0.432774067214636	0.56176245155319	0.541127632160961	-2.1345	-2.4815	0.2407	-3.2516	-1.2334	1.3607	1.3549	0.3168	0.9393	0.944	1.599	1.4769	1.9209	1.5853	1.6484
PATH-NP_IL33_PATHWAY	0.302457129823543	0.850717484595642	0.692491758605771	0.797109523412738	0.966619071757387	0.261367272727273	0.291988950276243	0.595557534701713	0.357362714685957	0.103452450146682	0.326797343142735	0.0315808343873557	0.283216210460792	0.225127616088678	0.0505571563574381	-2.4007	-0.7577	1.1692	-0.9219	0.5028	2.4932	2.3968	1.4814	2.2135	3.3307	2.2979	3.739	2.5043	2.6953	3.834
PATH-NP_IL11_PATHWAY	0.0146123645211236	0.289260254392155	1	0.142638450756136	0.570190184664793	0.0509393126894836	0.0374910587785553	0.334499193712609	0.263170572732168	0.328414008780842	0.0343803939596326	0.218723985215278	0.43099173553719	0.24721971263867	0.0840109560900454	-4.0989	-2.4294	-0.0056	-3.0821	-1.5515	3.7308	3.7121	2.2483	2.5306	2.2581	3.711	2.6715	1.9452	2.5836	3.3775
PATH-NP_GLP1_PATHWAY	0.766969195206322	0.49903781793842	0.689943608312105	0.681930971507219	0.703338312793062	0.472675616199149	0.535434476647206	1	0.320217315567045	0.928190538465804	0.580348618209413	0.395398859066679	0.113523857877933	0.320180681862563	0.102009022125163	-0.9666	1.7651	1.1799	-1.2233	1.1709	1.8308	1.6797	-0.023	2.2798	0.5911	1.5298	2.0541	3.2056	2.3449	3.2655
PATH-NP_GASTRIN_PATHWAY	0.570190184664793	0.218660992347298	NA	0.484315413668098	0.538295110817797	0.206695650734396	0.257965139712731	0.291224415886895	0.224690571293425	0.893434542586751	0.203836209024487	0.101719381535895	0.135008478495452	0.156437013943609	0.103452450146682	-1.5745	2.6236	NA	1.7997	1.6677	2.6888	2.4854	2.368	2.5504	0.6913	2.6806	2.9612	2.8854	2.7848	3.0728
PATH-NP_FGF1_PATHWAY	1	0.958057830183953	0.79620107732551	0.639222207094044	NA	0.39823202800022	0.439437010084356	NA	0.490080211395972	0.481365869187473	1	0.570190184664793	0.879982720740848	0.530982111639247	0.444936988437053	0.3142	0.5425	0.9466	-1.3966	NA	2.0129	1.9254	NA	1.7919	1.8266	0.0919	1.5564	0.7202	1.6738	1.9323
